L001048.spe,"259,61","5,75",1,"0,018138","-0,0046","0,0087","0,147","31,405,028","13,52",28,74,0,47,86,14,429,3901,0,373,0,39,234,20192,52,14,0,170,62,130,210,263,461,483,2403,104,987,0,0,0,0,392,492,0,36,0,28131,7377
L001049.spe,"259,81","5,75",1,"0,018136","-0,0046","0,0087","0,147","30,442,213","14,27",26,50,0,16,96,6,452,4276,4,385,23,119,360,19960,146,58,69,195,59,145,153,332,332,447,2208,222,1075,0,7,8,0,401,482,0,51,0,28063,7460
L001050.spe,"260,01","5,75",1,"0,018134","-0,0047","0,009","0,147","30,482,339","15,11",37,88,18,160,126,7,419,4132,0,473,34,67,260,20745,0,19,0,95,0,148,228,162,459,360,2044,243,1206,0,0,0,0,376,503,0,0,0,27986,7330
L001051.spe,"260,21","5,75",1,"0,018133","-0,0046","0,009","0,146","30,657,328","14,93",40,51,0,21,121,15,476,4404,0,444,50,39,303,21651,95,91,0,123,161,170,143,191,466,366,2158,221,983,0,5,0,0,374,490,8,0,0,28538,7786
L001052.spe,"260,41","5,75",1,"0,018133","-0,0039","0,009","0,146","31,149,416","14,74",34,111,18,124,139,42,538,4740,0,405,0,5,224,21880,116,141,0,195,121,152,173,243,438,467,2256,411,1307,0,0,0,0,404,601,69,116,25,28922,7796
L001053.spe,"260,61","5,75",1,"0,018136","-0,0038","0,0088","0,146","31,384,404","14,93",21,92,0,14,107,23,486,4565,0,455,44,43,344,22344,112,82,0,201,0,135,280,263,405,540,2210,17,1142,0,6,0,0,373,514,0,0,0,28295,7572
L001054.spe,"260,81","5,75",1,"0,018133","-0,0037","0,0088","0,146","32,276,601","15,05",44,74,0,83,113,0,442,4523,0,394,6,51,233,21652,99,0,0,115,78,195,286,270,484,478,2054,162,1127,0,0,0,6,381,513,0,52,0,28871,7357
L001055.spe,"261,01","5,75",1,"0,018138","-0,0039","0,0088","0,146","31,758,943","14,75",18,96,9,88,162,20,483,4973,0,414,0,50,267,21869,16,29,0,142,0,150,235,194,580,472,1974,71,1071,0,0,0,0,420,446,0,82,0,28781,7462
L001056.spe,"261,21","5,75",1,"0,018131","-0,0039","0,0089","0,146","3,129,241","15,35",50,135,0,8,139,7,471,5013,0,441,8,67,272,22186,114,34,0,106,73,274,124,279,547,376,1897,84,1236,19,0,0,0,376,562,57,0,0,28700,7701
L001057.spe,"261,41","5,75",1,"0,018136","-0,0039","0,0088","0,146","3,136,978","14,95",41,68,0,28,81,0,501,4658,0,357,0,59,338,22738,0,0,0,142,164,263,275,180,669,507,1632,18,1197,5,0,0,5,281,536,0,89,0,28767,7442
L001058.spe,"261,61","5,75",1,"0,018132","-0,0039","0,0088","0,146","31,532,395","14,39",23,111,0,25,78,0,513,4637,0,436,0,0,228,23850,32,44,0,149,0,199,229,81,591,354,1771,96,1117,18,0,0,0,485,469,0,108,0,28799,7365
L001059.spe,"261,81","5,75",1,"0,018132","-0,0039","0,009","0,146","31,686,388","14,36",38,121,48,36,160,8,517,4421,6,501,0,0,186,24530,247,100,0,185,142,274,253,219,335,522,1521,133,1174,0,15,0,0,409,563,23,29,0,28884,7323
L001060.spe,"262,01","5,75",1,"0,018137","-0,004","0,0088","0,146","33,736,256","14,92",58,66,29,64,154,21,528,4515,0,578,17,16,302,24980,0,39,0,127,132,110,107,102,510,524,1458,97,1247,16,0,0,0,362,646,0,0,9,29402,7427
L001061.spe,"262,21","5,75",1,"0,018135","-0,0041","0,0091","0,146","32,131,485","14,83",58,127,0,67,170,27,508,4482,0,428,6,60,296,25316,199,0,0,218,24,167,234,208,421,444,1531,200,1102,6,0,0,0,418,564,0,151,7,29291,7545
L001062.spe,"262,41","5,75",1,"0,018134","-0,0038","0,0093","0,146","32,064,611","14,41",22,96,0,40,138,14,461,3839,0,378,0,18,340,24252,117,0,0,82,80,240,157,188,502,526,1598,247,1314,0,0,0,0,342,537,0,91,0,29318,8009
L001063.spe,"262,61","5,75",1,"0,018132","-0,0038","0,0093","0,146","33,356,409","14,47",24,110,0,8,118,37,523,4186,0,451,0,49,317,25638,50,0,0,98,89,192,13,213,493,709,1855,100,1245,20,0,0,0,400,576,84,0,0,29051,7796
L001064.spe,"262,81","5,74",1,"0,018135","-0,0038","0,009","0,146","32,175,358","16,08",27,67,4,139,176,0,537,4319,0,448,31,0,287,26287,192,119,90,239,134,135,214,35,426,430,1565,250,1316,0,0,0,0,372,515,0,9,0,29351,7886
L001065.spe,"263,01","5,74",1,"0,018133","-0,0038","0,0088","0,146","32,004,368","16,14",26,58,0,132,91,0,476,4562,0,450,0,10,276,25445,77,0,0,49,109,204,117,183,465,586,1744,70,1159,0,0,0,0,335,524,0,166,46,28776,7629
L001066.spe,"263,21","5,74",1,"0,018137","-0,0037","0,0091","0,146","31,566,646","16,6",25,88,0,31,114,12,482,5227,0,581,25,29,318,24131,208,0,0,162,123,183,329,263,638,445,2065,297,1266,0,0,0,0,424,559,0,81,22,29654,7885
L001067.spe,"263,41","5,74",1,"0,018136","-0,0038","0,0091","0,146","31,779,882","15,18",33,95,24,85,158,28,454,4975,0,732,28,33,325,23063,87,24,15,171,158,103,51,214,560,610,2034,91,1100,0,0,0,0,337,580,120,55,70,29481,7632
L001068.spe,"263,61","5,74",1,"0,018139","-0,0039","0,0087","0,146","32,156,606","15,04",25,66,0,29,124,49,480,4103,0,539,0,13,278,22483,10,21,0,128,116,185,203,239,610,416,2062,97,1175,7,0,0,0,341,510,0,180,106,29064,7593
L001069.spe,"263,81","5,74",1,"0,018138","-0,004","0,0089","0,146","33,070,423","14,45",9,39,0,26,125,0,436,4215,0,395,0,38,244,22064,68,0,20,160,142,205,196,92,491,513,2013,98,1242,0,0,0,9,284,538,0,113,0,29252,7508
L001070.spe,"264,01","5,75",1,"0,018137","-0,0041","0,0089","0,146","32,032,992","14,7",20,91,18,0,130,49,444,4997,0,501,0,30,291,22724,97,0,0,139,61,194,95,169,540,580,2103,91,1287,22,33,0,0,393,521,31,0,0,29339,7934
L001071.spe,"264,21","5,75",1,"0,018132","-0,004","0,0089","0,146","3,316,917","17,71",0,47,0,121,69,0,391,5212,0,458,0,0,302,24310,113,0,0,154,22,124,243,169,444,322,1858,7,1201,0,0,0,0,443,501,0,0,0,28811,7371
L001072.spe,"264,41","5,75",1,"0,018138","-0,0039","0,0089","0,146","34,657,577","14,98",26,32,11,25,127,19,542,5340,0,495,0,125,314,26540,0,0,0,139,37,152,262,149,520,632,1864,176,1354,0,0,0,0,360,553,0,77,0,29559,7552
L001073.spe,"264,61","5,75",1,"0,018135","-0,0039","0,009","0,146","32,826,192","16,5",25,100,0,30,162,7,510,5346,0,507,11,0,272,26577,0,83,0,186,75,187,326,256,424,507,1996,0,1234,11,0,0,0,455,602,0,108,0,29297,7596
L001074.spe,"264,81","5,74",1,"0,018134","-0,004","0,0088","0,146","32,074,364","16,19",55,122,14,131,207,40,573,5248,0,408,0,59,348,24364,0,16,0,127,95,216,144,137,669,353,1955,48,1161,0,0,0,0,423,577,35,0,85,28396,7060
L001075.spe,"265,01","5,74",1,"0,018136","-0,0041","0,0087","0,146","30,764,821","14,57",39,110,35,8,216,59,574,5240,0,460,75,54,358,22072,74,104,0,141,164,151,269,143,483,390,1818,105,1002,7,44,0,0,420,631,0,33,10,27429,7009
L001076.spe,"265,21","5,73",1,"0,018137","-0,0041","0,0086","0,146","29,748,885","14,38",55,108,20,42,187,107,528,4720,0,381,30,24,311,20925,80,57,0,121,95,229,193,185,616,216,1699,35,995,11,17,0,7,442,563,4,75,0,26212,6910
L001077.spe,"265,41","5,73",1,"0,018139","-0,0042","0,0085","0,146","28,586,208","14,51",56,113,32,8,199,67,497,4563,0,369,0,52,292,19618,0,42,67,264,146,133,255,383,478,284,1683,0,1019,11,24,0,12,378,533,0,17,0,24992,6458
L001078.spe,"265,61","5,72",1,"0,018137","-0,0043","0,0082","0,146","28,529,586","13,08",30,93,16,38,177,86,487,4261,14,274,25,84,286,17424,82,64,64,170,131,110,168,185,435,220,1748,0,997,19,18,8,27,313,550,0,0,0,24311,6238
L001079.spe,"265,81","5,71",1,"0,018136","-0,0042","0,008","0,146","26,405,964","12,93",47,98,47,25,204,118,465,4574,25,270,16,100,265,15427,32,29,0,140,128,212,257,202,472,179,1486,0,736,24,19,10,44,362,475,0,16,0,22595,5638
L001080.spe,"266,01","5,71",1,"0,018137","-0,0048","0,0079","0,146","26,325,974","13,27",32,55,8,0,158,80,373,4362,14,280,33,57,235,14186,0,8,0,103,20,131,249,113,423,216,1597,71,706,20,36,24,0,303,399,0,17,0,22485,5775
L001081.spe,"266,21","5,7",0,"0,018142","-0,0049","0,0079","0,146","25,660,891","13,09",45,102,36,0,177,140,366,4463,0,276,30,33,213,13543,0,24,31,97,46,55,259,130,314,249,1724,0,916,15,75,0,0,300,467,0,11,0,22413,5831
L001082.spe,"266,43","5,69",0,"0,01814","-0,0051","0,0079","0,146","25,505,151","12,65",38,105,74,21,187,165,412,4372,28,291,21,135,284,13918,107,58,0,61,0,92,152,225,442,304,1763,102,929,6,46,49,30,352,414,20,24,9,21884,5753
L001083.spe,"266,62","5,68",0,"0,018138","-0,0052","0,0078","0,146","25,342,034","14,31",35,38,12,41,137,85,296,4049,13,216,37,70,264,15211,61,0,15,65,112,110,250,176,433,289,1565,0,727,0,0,0,48,247,461,0,0,0,21673,5780
L001084.spe,"266,82","5,68",0,"0,018136","-0,0055","0,0075","0,146","25,350,036","12,14",5,52,0,22,188,81,342,4150,19,263,40,174,277,15192,103,0,7,150,84,173,227,135,385,318,1578,0,636,6,0,7,43,282,463,32,0,0,21003,5591
L001085.spe,"267,02","5,67",0,"0,018137","-0,0056","0,0079","0,146","25,377,159","12,94",11,85,19,72,177,105,372,4325,73,315,74,171,343,15343,131,65,39,192,119,186,229,116,352,229,1566,87,740,7,0,9,33,358,524,34,0,0,21494,5674
L001086.spe,"267,23","5,67",0,"0,018139","-0,0057","0,0078","0,146","25,647,142","13,48",11,64,33,65,149,106,393,4949,50,324,36,145,319,16577,93,59,0,161,135,197,194,155,537,342,1761,0,764,7,0,5,28,326,519,15,0,0,21109,5623
L001087.spe,"267,43","5,66",0,"0,01814","-0,0056","0,0076","0,146","25,138,299","12,95",30,64,23,47,171,103,396,4810,18,262,42,129,265,16914,7,55,0,122,44,129,253,139,408,327,1593,0,776,0,7,24,22,362,468,0,0,0,20638,5629
L001088.spe,"267,62","5,66",0,"0,018142","-0,0055","0,0081","0,146","2,471,695","12,26",66,102,31,13,195,147,432,5034,14,269,28,92,279,15512,140,8,0,103,99,70,247,49,428,236,1426,0,889,22,38,16,9,304,456,0,0,0,20736,5522
L001089.spe,"267,82","5,66",0,"0,018139","-0,0057","0,0082","0,146","24,628,953","13,31",36,92,8,0,186,163,401,5093,29,327,55,160,315,15216,152,42,76,162,84,61,212,207,274,351,1713,0,792,54,41,37,48,349,466,20,0,0,20692,5535
L001090.spe,"268,01","5,66",0,"0,01814","-0,0057","0,0075","0,146","23,461,029","14,04",70,84,30,0,169,169,393,4216,0,290,33,113,282,15274,28,12,50,79,132,70,254,129,245,132,1512,0,731,27,61,35,64,255,406,0,0,0,19227,5165
L001091.spe,"268,23","5,65",0,"0,018141","-0,0062","0,0075","0,146","23,796,256","12,98",40,84,67,0,194,194,419,3881,46,251,43,128,256,16152,0,45,18,166,95,173,230,129,274,235,1294,0,723,23,59,51,34,260,373,0,0,0,18786,5028
L001092.spe,"268,43","5,65",0,"0,018143","-0,0063","0,0074","0,146","23,715,263","13,28",47,89,54,52,182,156,437,3966,12,277,13,94,254,16612,32,104,23,181,181,141,283,191,303,317,1627,0,633,0,22,19,33,280,488,0,0,0,19057,5141
L001093.spe,"268,62","5,65",0,"0,018144","-0,0063","0,0075","0,146","24,569,584","12,87",0,70,10,0,138,102,375,3851,16,307,43,124,305,17215,118,91,13,126,122,140,240,107,288,352,1314,0,752,16,23,12,39,341,520,0,0,0,19184,4968
L001094.spe,"268,82","5,65",0,"0,018143","-0,0066","0,0075","0,146","24,258,479","12,54",0,55,12,15,138,94,342,3447,0,347,17,64,243,17570,66,70,95,181,159,156,254,239,411,246,1342,0,700,5,12,20,0,312,493,13,47,0,19431,5028
L001095.spe,"269,02","5,66",0,"0,018144","-0,0067","0,0077","0,146","24,912,058","13,02",61,129,61,0,218,149,365,3517,0,318,0,68,257,17815,82,10,0,141,115,164,258,103,425,230,1229,0,631,21,55,0,52,291,449,9,0,0,19305,5088
L001096.spe,"269,23","5,66",0,"0,018143","-0,0067","0,0077","0,142","2,491,581","13,61",36,91,5,0,185,119,374,3465,21,307,37,86,247,18487,0,60,23,192,103,169,243,148,369,195,1238,0,718,20,45,0,0,338,458,0,0,0,19861,5071
L001097.spe,"269,43","5,67",0,"0,018142","-0,0066","0,0077","0,141","25,092,802","12,49",6,109,53,0,161,114,384,3476,0,419,20,52,274,18492,0,35,0,92,52,73,217,72,457,234,1241,0,826,13,37,0,0,313,411,29,0,0,19447,4979
L001098.spe,"269,62","5,67",0,"0,018143","-0,0072","0,0076","0,141","24,682,077","12,53",46,71,16,33,150,114,369,3103,12,438,27,30,209,17290,53,35,0,91,52,124,196,214,483,231,1249,0,642,0,9,0,0,280,380,0,0,0,19184,4970
L001099.spe,"269,82","5,68",0,"0,018145","-0,0073","0,0079","0,141","23,740,134","12,67",40,96,70,0,161,150,390,2786,64,290,29,69,161,15686,92,0,0,100,90,86,132,154,369,272,1314,0,672,20,48,0,35,257,420,0,0,0,19259,4814
